id,name,year_founded,country,industry,founder_count,founder_experience,previous_startups,product_stage,product_uniqueness,competitors_count,revenue,burn_rate,total_investment,active_users,user_growth_rate,retention,user_reviews,nps,innovation_score,financial_stability,risk_score,cash_reserves,market_size,market_growth_rate,success
766,Hawkins-Hunt,2017,India,FoodTech,5,3,0,Idea,6,1,201995.04,223601.56,6376698.46,77985.1,63.49,61.14,13,51,7,10.0,7,5744193.47,726884486.92,2.91,Fail
767,Johnson LLC,2022,India,IoT,5,12,0,Scale,3,7,9696260.19,1610295.16,13322314.76,148186.0,42.21,44.84,41,82,1,0.0,1,11149894.56,898722596.52,19.59,Unclear
768,"Davis, George and Nguyen",2019,France,FinTech,1,8,1,Scale,4,0,4277255.15,602869.51,1563832.94,390979.0,6.59,14.37,69,-69,3,9.0,8,956018.79,487414019.25,20.0,Unclear
769,Smith-Gutierrez,2008,UK,AI,3,16,1,Maturity,9,1,5660864.01,1995797.02,12552253.8,612628.0,47.35,53.15,61,-94,1,9.0,10,8641150.01,846473916.09,3.49,Fail
770,Hardy PLC,2019,France,SaaS,2,1,1,Maturity,5,0,7026009.67,1516776.79,18320599.2,892168.0,35.41,99.27,42,-81,10,10.0,6,17359902.83,148972405.08,9.27,Success
771,Armstrong and Sons,2006,China,SaaS,1,4,0,Idea,10,4,613677.38,1202309.91,4981811.11,95646.40000000001,55.02,6.9,56,21,10,0.0,5,2219573.81,780625807.74,22.64,Fail
772,"James, Taylor and Turner",2019,UK,IoT,5,15,1,MVP,5,6,3110517.69,1967238.82,7238154.54,762465.0,12.54,26.39,90,46,2,10.0,10,4794646.35,835352175.51,47.78,Success
773,Thomas-Jackson,2012,Singapore,IoT,1,6,0,Maturity,8,5,7977065.73,632618.38,4646679.15,649508.0,72.42,53.86,74,9,1,9.0,7,2791959.62,904366249.45,28.51,Success
774,Fisher-Washington,2012,Germany,FinTech,5,0,0,Growth,9,5,1101536.4,331231.14,16375374.98,973844.0,78.78,79.34,30,89,8,2.0,1,15447147.28,90203144.61,4.99,Success
775,Ward and Sons,2021,France,EdTech,4,11,1,MVP,1,5,5689958.35,1474545.94,3352156.47,542139.0,38.85,1.88,50,-87,8,2.5,0,408805.99,125798779.97,37.11,Fail
776,"Weber, Wheeler and Gonzalez",2016,France,FoodTech,5,20,0,Growth,5,7,2733172.23,556166.76,6932564.71,820758.0,17.53,73.28,66,59,5,1.0,4,5851407.59,32395975.14,42.86,Fail
777,Taylor Inc,2023,Israel,AI,5,10,1,Idea,2,4,615762.37,1922073.86,12020436.43,56776.700000000004,62.36,13.99,0,-92,6,7.0,8,11310324.16,510739947.36,40.41,Unclear
778,Cook-Oliver,2014,India,IoT,5,11,0,Maturity,1,9,2179934.81,1976138.62,8091088.65,300169.0,95.58,83.07,79,-1,4,10.0,6,6425528.04,200934004.06,40.92,Success
779,Alexander-Jordan,2013,Australia,AI,3,18,0,Idea,5,6,772199.66,1852808.79,1309386.29,47536.5,70.05,69.22,43,76,9,4.5,6,0.0,572095930.3,40.59,Success
780,"Mccann, Taylor and Flores",2009,Singapore,E-Commerce,5,11,0,MVP,3,2,2275363.31,1889523.53,18954413.35,809797.0,12.35,45.65,90,-11,0,6.0,8,16896813.18,893360660.45,11.14,Fail
781,"Harris, Edwards and Oconnell",2010,Australia,CleanTech,2,11,1,Scale,4,8,8903921.35,1231309.63,6758008.84,71060.0,39.72,82.16,49,-8,3,10.0,4,5191317.44,333755084.93,29.71,Success
782,Carter-Neal,2024,India,AI,2,13,0,Scale,4,9,8615549.05,1384237.3,8913024.26,897380.0,91.54,73.3,59,-85,3,1.0,4,5425481.0,15293715.67,8.13,Fail
783,Faulkner-Casey,2006,UK,SaaS,1,1,1,Maturity,2,2,3623934.52,188492.32,3350906.7,959004.0,63.44,75.92,2,51,7,0.0,6,3109490.01,890968180.93,16.42,Success
784,Bennett-Velasquez,2017,France,CleanTech,3,1,0,Maturity,3,5,3858202.89,1526100.32,17307004.78,854842.0,14.72,29.01,71,57,4,6.0,10,13415395.54,625664787.35,20.86,Success
785,Diaz-Frederick,2010,India,FoodTech,1,3,0,Idea,2,2,701503.46,404126.73,5828575.76,97578.3,72.46,61.94,79,35,2,6.0,5,5744401.39,209486678.27,21.6,Unclear
786,Vargas PLC,2009,France,HealthTech,2,19,0,MVP,6,0,903735.38,1680652.12,396460.87,510996.0,35.35,14.11,53,-22,0,1.0,9,0.0,695436517.16,21.89,Fail
787,Maldonado PLC,2005,China,SaaS,2,15,1,Scale,0,0,809194.12,1923063.64,6328051.65,630613.0,48.95,82.09,1,13,0,9.0,5,5964538.96,636491827.38,39.18,Fail
788,Benton Group,2010,Germany,CleanTech,4,9,1,Maturity,5,2,1363241.97,424755.26,19681193.69,775778.0,41.5,52.67,28,37,4,7.0,7,18674507.83,386321205.93,31.01,Success
789,"Clark, Salinas and Guerra",2010,India,EdTech,5,12,1,Scale,3,3,5624753.35,156062.24,2936857.46,388670.0,72.57,82.49,15,63,7,7.0,3,2678316.32,220022685.5,32.09,Success
790,Fuentes Group,2020,USA,HealthTech,2,1,1,Maturity,0,1,1490023.05,967780.28,624049.76,72493.0,21.79,21.12,92,-77,8,4.0,1,0.0,992501437.56,38.43,Fail
791,"Porter, Schultz and Allen",2008,Singapore,AI,1,2,1,Scale,0,8,2776172.82,1583098.74,11563511.8,543364.0,38.84,13.03,94,35,9,6.0,2,9774507.33,646589910.92,10.35,Fail
792,"Moore, Henderson and Bennett",2015,Germany,IoT,1,18,0,Scale,4,10,6469114.08,1541280.34,7433330.93,225806.0,74.45,68.9,58,-100,9,2.0,9,3256447.45,11730276.72,23.22,Success
793,Ewing-Mendoza,2013,India,Blockchain,5,5,0,Maturity,4,7,156237.78,1393637.01,15899505.98,535549.0,70.48,5.84,10,-27,1,5.0,3,13771025.29,134337345.9,42.76,Fail
794,Ferguson-Mclean,2007,USA,FoodTech,5,18,1,Growth,9,2,1802366.08,1641391.98,14637755.28,955496.0,20.17,24.4,95,10,4,2.0,4,13355316.97,254940077.77,35.29,Fail
795,"Barnes, Johnson and Schmitt",2023,USA,FoodTech,4,20,1,MVP,6,6,9299306.63,349976.71,3708380.56,455278.0,35.07,90.87,23,1,3,10.0,1,2843101.79,815005813.56,44.0,Success
796,"Woodard, Herrera and Little",2012,Singapore,CleanTech,3,19,1,MVP,3,3,6635776.23,1303875.52,11292646.1,944978.0,1.44,13.28,82,60,2,8.0,7,7583902.27,479903665.55,22.66,Success
797,Rodriguez and Sons,2009,India,FinTech,1,18,1,Idea,8,4,305551.11,1211358.63,648720.15,74887.90000000001,53.02,37.56,31,-70,10,3.0,4,0.0,69524932.31,38.29,Fail
798,"Ortega, Jackson and Salazar",2008,Germany,EdTech,5,7,0,MVP,3,3,453034.24,306863.45,8789564.56,864679.0,28.09,94.56,73,-24,7,0.0,6,8232363.96,272442151.48,13.3,Fail
799,"Terrell, Byrd and Ross",2010,Israel,IoT,1,13,1,Maturity,6,8,5860488.08,828854.14,14281064.44,825966.0,1.19,2.0,53,-39,1,7.0,8,12817543.94,980907918.36,43.39,Fail
800,Sheppard-Jordan,2006,UK,E-Commerce,5,9,1,MVP,4,10,2228663.1,1705059.44,8299175.84,534378.0,42.47,44.53,55,-66,1,8.0,6,5180860.09,770190360.55,14.83,Success
801,Garcia and Sons,2024,USA,IoT,2,2,1,Maturity,4,6,9601754.39,1943603.61,2359082.96,194390.0,92.69,78.65,95,71,4,4.5,3,0.0,14612648.58,17.03,Unclear
802,"Burgess, Grant and Watts",2015,Australia,HealthTech,1,5,1,Idea,5,3,686960.95,1330860.36,1230671.74,81920.3,92.34,90.9,86,74,9,0.5,2,830705.62,840313123.12,35.88,Success
803,Griffin Group,2008,India,HealthTech,2,14,0,Maturity,7,7,9741238.86,1843882.08,17073189.0,602580.0,37.21,73.56,96,59,9,0.0,7,14791459.05,200345183.12,37.39,Success
804,Barton-Chapman,2019,Israel,SaaS,1,17,0,Scale,4,1,8488988.97,264098.46,17826539.2,856727.0,44.92,88.84,93,90,9,10.0,8,17045561.22,337466573.56,2.63,Success
805,"Hernandez, Cuevas and Webb",2010,Israel,FinTech,3,13,1,Maturity,2,6,4830274.15,1950121.05,6861849.62,880169.0,24.27,3.44,93,-79,0,3.0,4,6345825.85,127204511.91,7.51,Success
806,Perry-Nixon,2021,Israel,Blockchain,4,18,0,Maturity,5,10,6695631.48,67013.0,3283446.49,772982.0,6.83,9.99,70,34,6,8.0,5,3148823.78,20473241.59,12.49,Success
807,Guerra Ltd,2010,China,FoodTech,2,9,0,Growth,1,0,8121071.96,1054518.55,19572324.26,954905.0,69.39,73.77,79,33,8,5.0,9,16743158.66,508971290.34,49.99,Fail
808,Bailey LLC,2023,Germany,AI,5,14,1,Growth,7,7,5781784.82,582016.66,10917276.07,522089.0,80.01,75.33,42,68,1,10.0,9,10566917.67,293126332.19,41.12,Fail
809,Mueller-Boyd,2006,USA,CleanTech,3,3,1,MVP,7,5,614875.01,1627818.21,9533100.87,924865.0,88.01,60.53,52,-89,9,9.0,5,5614521.2,366564579.62,35.75,Success
810,Alvarez-Kim,2019,India,IoT,1,1,0,Growth,2,4,4704463.14,435087.26,14832154.95,313703.0,93.53,73.03,0,100,0,7.0,2,14516575.68,177305069.99,48.17,Fail
811,"Chavez, Jones and Williams",2015,Israel,E-Commerce,2,2,0,Growth,7,8,1305733.31,23060.07,3377386.79,133639.0,91.6,85.81,93,67,8,6.0,3,3375285.17,808388178.89,34.36,Success
812,"Wilson, Sweeney and Wong",2012,UK,FinTech,1,6,0,Maturity,8,8,7148467.75,829218.92,11599794.47,713800.0,2.74,54.55,97,96,1,4.0,10,10303396.49,181749081.15,34.58,Success
813,"Marsh, Spears and Yang",2023,UK,IoT,1,15,0,Idea,4,2,680628.92,128216.0,17803247.13,86214.5,97.81,94.73,60,85,8,4.0,8,17529810.99,522125370.08,44.91,Fail
814,"Thompson, Moore and Castro",2017,Canada,CleanTech,1,9,0,MVP,4,8,9929081.92,580185.14,461369.72,35917.0,37.95,69.42,33,30,7,5.0,5,118583.11,474689361.7,15.1,Fail
815,Hall-Sullivan,2016,Israel,IoT,4,18,1,MVP,5,8,6288098.02,1287495.38,13458794.14,679571.0,88.61,47.2,60,-1,6,5.0,4,13186760.17,920529086.7,0.09,Unclear
816,Lopez Ltd,2009,UK,HealthTech,4,16,0,Idea,6,1,800137.94,589406.35,11028479.12,49132.9,44.08,42.15,60,-58,10,4.0,8,10049843.82,987855777.44,35.75,Fail
817,Foster-Mclaughlin,2010,Australia,HealthTech,5,18,0,Maturity,2,4,2682878.51,491586.45,19016015.69,768067.0,42.22,75.02,94,-27,0,7.0,7,18798162.14,906698874.28,7.81,Fail
818,Cole Group,2008,USA,Blockchain,2,4,0,MVP,4,10,3400241.35,310991.33,5173970.2,243554.0,1.12,63.05,7,-93,3,2.0,8,5002008.9,736192448.85,14.36,Fail
819,Smith-Lewis,2023,Germany,CleanTech,3,19,0,Growth,0,1,9170242.52,270344.55,17177832.84,629430.0,5.24,81.74,53,100,10,8.0,10,16607306.33,436389924.4,41.13,Success
820,Goodwin-Stokes,2024,Germany,EdTech,3,12,0,Idea,10,0,755192.26,1051714.75,6179714.04,98439.70000000001,67.13,78.1,52,40,10,4.0,8,4248428.16,139246846.99,38.9,Success
821,Ray PLC,2005,Australia,Blockchain,3,12,0,MVP,9,6,6552691.75,1363014.05,8597271.52,350292.0,93.76,52.42,19,83,6,8.0,3,4725059.07,871193909.18,23.74,Unclear
822,Diaz and Sons,2024,India,IoT,1,10,0,Growth,4,3,2540276.93,905466.41,4265751.3,87535.0,22.44,94.57,45,46,5,4.0,7,3387224.85,719087256.37,5.22,Success
823,Wilson-Lambert,2021,UK,FoodTech,4,10,0,MVP,3,4,6985779.29,247206.2,17271820.32,122958.0,9.39,70.43,92,-78,0,2.0,9,17112824.37,140479495.71,14.92,Fail
824,Rose-Fowler,2016,France,EdTech,2,15,1,Growth,0,3,8867636.45,1295512.6,3908193.21,943654.0,21.39,20.08,30,-58,6,4.0,8,1359635.6,97155720.0,23.78,Success
825,"Price, Long and Wilson",2019,UK,CleanTech,1,14,1,Idea,6,5,230797.65,1114243.8,17180259.87,64644.9,21.23,61.85,84,-77,1,1.0,10,13931133.28,677554522.91,38.41,Fail
826,Bruce-Williamson,2005,Singapore,FoodTech,4,16,0,MVP,0,10,7061239.48,762550.91,9112267.65,981011.0,29.31,20.18,25,30,7,4.0,4,7846100.01,906859273.73,49.24,Fail
827,"Mccarthy, Evans and Mendez",2018,Canada,CleanTech,4,17,1,MVP,7,1,3936939.53,660093.75,16701709.88,788037.0,9.47,55.88,94,41,1,2.0,3,16119870.61,221709448.48,31.28,Fail
828,Powers LLC,2010,Australia,EdTech,2,18,1,Maturity,9,7,1187674.13,366305.78,5289771.18,897179.0,23.55,78.99,62,60,3,6.0,9,4289240.18,417871734.2,2.67,Fail
829,Allen Inc,2009,Australia,EdTech,2,3,1,Idea,1,3,763460.68,292598.92,2654602.83,7282.0,92.13,81.25,19,-14,5,3.0,0,2118799.34,964791880.95,11.06,Success
830,Brooks and Sons,2015,Australia,FinTech,2,4,1,Idea,9,7,167136.79,677543.39,11099225.3,70948.7,89.02,65.08,21,54,7,7.0,2,10666826.99,946526985.26,12.98,Success
831,"Price, Carlson and Andrews",2008,France,E-Commerce,1,6,1,Growth,4,2,2528962.73,83262.25,10188741.34,316865.0,31.63,78.33,56,39,10,0.0,9,9951539.97,701710231.59,31.72,Fail
832,Lopez-Reid,2017,Singapore,IoT,5,1,1,Maturity,5,10,7829420.41,873254.83,7132147.56,704539.0,99.69,47.22,56,-55,2,4.0,1,6416924.63,479317421.42,0.92,Success
833,"Ellison, Arias and Thompson",2015,Canada,SaaS,2,0,0,Growth,8,4,7421327.86,1203147.86,13256428.37,242273.0,29.84,55.07,25,10,5,7.0,6,10013402.0,379158287.74,25.33,Fail
834,Burns and Sons,2007,Israel,FoodTech,5,11,0,Growth,6,2,2541830.66,1883308.55,1902856.58,832461.0,72.18,87.96,16,98,5,0.5,3,0.0,397136543.58,49.79,Success
835,Edwards Group,2005,Israel,FinTech,1,9,1,Idea,5,6,940964.61,1251656.29,12440021.5,27988.0,64.4,49.31,88,-55,0,5.0,8,10552596.24,509832311.76,38.43,Unclear
836,"Brown, Howard and Smith",2010,India,FinTech,5,7,0,Maturity,4,2,2152852.25,1248152.09,4235121.87,134806.0,6.46,35.09,100,-19,5,3.0,8,2989838.65,690810307.72,38.47,Fail
837,Lee Group,2022,Australia,IoT,3,0,1,Growth,5,7,9936222.15,748829.61,2579091.12,269675.0,34.23,79.7,26,43,0,5.0,1,2312091.63,515789564.93,37.27,Fail
838,"Wagner, Simpson and Cohen",2014,Canada,IoT,5,11,0,MVP,10,8,7378998.72,266634.31,18192163.6,819618.0,95.15,5.05,66,-43,8,9.0,2,17996337.36,237422883.2,34.17,Success
839,Mckinney-Wallace,2009,India,SaaS,2,1,0,Scale,3,1,3925076.91,893875.31,9195915.22,831509.0,5.09,95.84,55,41,3,2.0,7,8308274.11,755571695.83,14.92,Fail
840,Miller Inc,2014,Australia,SaaS,1,9,0,Maturity,0,2,1303492.07,1197352.64,15268337.43,303364.0,17.49,34.01,23,-16,4,5.0,9,14231176.78,458374945.23,39.15,Fail
841,Carter LLC,2016,Australia,EdTech,2,16,1,Growth,8,6,3205099.55,1448067.19,1782338.57,84027.0,97.09,62.96,24,70,0,3.0,2,1463791.28,577384891.44,32.29,Success
842,Medina and Sons,2006,USA,SaaS,3,2,0,Growth,10,4,1937385.11,1652173.55,1149297.56,175016.0,3.98,68.55,9,-76,0,1.0,3,0.0,778287831.43,11.45,Fail
843,Cunningham-Barton,2017,Australia,SaaS,2,6,0,Idea,4,9,621839.59,511856.18,9897044.26,45609.200000000004,44.66,13.71,35,1,8,9.0,10,9167373.4,390172761.26,48.95,Success
844,Dunn-Wilson,2012,UK,FoodTech,2,11,1,Idea,7,6,356855.15,482440.15,6311023.03,59613.0,91.84,82.29,81,42,5,1.0,2,6156937.14,930545101.78,49.23,Success
845,Adams PLC,2006,France,AI,2,7,1,Growth,6,1,2950072.61,1130599.73,98145.85,310385.0,94.37,57.21,44,-27,9,1.0,1,0.0,514983068.28,18.7,Fail
846,Weaver-Sherman,2024,France,E-Commerce,4,19,0,MVP,7,3,7571331.92,1132030.37,3665892.9,981345.0,97.93,32.79,16,57,9,0.0,0,3397722.08,706707823.98,37.66,Success
847,"Alexander, Robinson and Coleman",2005,India,HealthTech,3,11,1,Growth,0,0,2305994.35,435895.59,4375510.31,659651.0,48.13,85.07,77,-57,5,6.0,2,3157361.72,757578047.35,34.07,Success
848,"Greer, Potter and Evans",2009,UK,SaaS,2,2,0,MVP,8,4,5868893.17,1174950.62,5770127.09,80496.0,8.65,62.51,57,36,4,3.0,8,4856912.88,370597634.45,29.2,Success
849,Cole LLC,2013,Germany,FoodTech,2,16,0,Growth,0,7,1945960.93,691757.7,17550711.54,861064.0,77.27,78.58,82,-9,5,2.0,7,16046503.07,265533356.98,9.04,Fail
850,Gonzales Inc,2021,France,Blockchain,2,8,1,Idea,2,0,714798.61,1278629.84,8412050.62,88696.20000000001,70.9,99.23,81,-19,7,5.0,8,7448286.13,924123463.95,23.39,Unclear
851,Clark Ltd,2013,Germany,FoodTech,1,9,1,Maturity,7,6,6251214.84,582089.43,13588647.81,519949.0,57.96,13.03,22,38,6,2.0,9,12760020.91,320354862.0,36.5,Unclear
852,"Norris, Callahan and Bishop",2015,Singapore,HealthTech,4,5,0,Maturity,10,6,7981535.15,1184583.58,367921.85,826860.0,88.82,74.96,7,1,6,5.0,4,0.0,118433022.36,49.42,Unclear
853,Martin-Taylor,2019,UK,Blockchain,1,0,1,Idea,0,6,68497.07,1536620.08,16278513.56,53690.0,91.16,75.77,49,-35,8,9.0,4,12260157.69,500798492.09,30.68,Fail
854,Li Inc,2010,Germany,AI,4,11,0,Scale,0,0,2101054.5,1960317.55,4806578.88,506225.0,68.32,87.47,15,-79,8,1.0,7,226018.35,826434010.62,37.61,Unclear
855,"Bell, Campbell and Ryan",2007,USA,EdTech,2,4,1,Growth,5,10,1544603.61,1822136.11,6180786.58,188983.0,11.21,40.81,88,-14,8,8.0,4,1861278.81,289205873.15,45.69,Success
856,Werner-Carter,2021,Canada,EdTech,3,12,1,Maturity,4,2,1905612.4,1007077.49,905128.64,505710.0,9.55,86.97,42,47,0,0.5,3,0.0,498821522.99,30.69,Fail
857,"Adams, Hodge and Duke",2009,Israel,SaaS,5,14,1,Maturity,10,10,1030140.79,976698.17,8193858.12,785754.0,40.86,63.99,95,8,10,4.0,8,6017864.81,367927747.19,38.23,Fail
858,"Ochoa, Taylor and Brady",2016,Australia,HealthTech,5,10,1,MVP,5,1,5620819.01,875400.01,17051535.45,213770.0,29.27,6.88,82,56,10,9.0,0,14696213.11,34412895.67,22.9,Unclear
859,Sellers-Riddle,2022,Israel,FinTech,2,7,1,Scale,2,4,5934314.07,55501.2,7574685.16,320413.0,13.3,3.15,81,-11,5,9.0,5,7516369.73,146198341.39,14.59,Fail
860,"Martinez, Cline and Wright",2018,India,FinTech,1,4,0,MVP,9,1,8434897.56,331908.99,18172105.42,481394.0,61.12,48.15,95,90,4,1.0,6,17648225.91,799044859.14,24.65,Fail
861,"Morris, Wright and Bridges",2015,USA,AI,3,1,0,Growth,9,4,4177381.76,118378.18,17348952.06,227684.0,68.35,78.58,45,-60,7,5.0,5,17119388.04,935175158.22,4.45,Success
862,Burns-Ray,2013,France,EdTech,4,11,0,Growth,5,4,5323847.13,1392710.17,1239218.86,683174.0,69.8,38.42,48,22,10,1.5,9,412801.81,14245815.73,46.5,Fail
863,Burton-Brooks,2006,India,FoodTech,2,1,1,MVP,1,3,9913040.59,826469.3,6105438.88,580961.0,17.53,85.18,14,11,9,6.0,7,4857644.17,862579215.56,15.52,Fail
864,Schultz Inc,2016,India,HealthTech,3,15,0,Maturity,7,10,5318450.83,127539.76,18208346.15,735346.0,30.58,49.21,48,-8,7,0.0,10,18160871.0,726634096.23,23.05,Unclear
865,Robertson-Ramirez,2007,Israel,E-Commerce,3,20,0,Scale,5,6,5735760.88,1381150.16,596178.85,601495.0,19.91,2.63,20,-18,7,3.5,7,0.0,688020833.9,32.67,Fail
866,Gibson-Freeman,2007,UK,AI,4,2,1,MVP,3,9,9959174.15,1288871.73,15316165.69,50767.0,60.13,97.37,74,-53,4,1.0,4,14938701.74,435731668.52,25.22,Fail
867,"Smith, Schroeder and Oconnor",2005,France,SaaS,3,9,1,Scale,3,5,9941293.81,1439925.66,18128559.58,460601.0,56.71,48.96,92,-74,9,3.0,3,15954186.85,338259676.69,14.14,Fail
868,"Stanton, Reid and Terry",2012,India,FinTech,1,18,1,MVP,10,1,4240304.46,1199668.24,15409827.97,834333.0,50.33,65.01,95,-7,10,10.0,10,13748360.05,416529701.44,49.21,Unclear
869,Flynn Group,2012,Australia,E-Commerce,1,7,0,Scale,6,3,6349468.3,323079.12,14876286.34,821143.0,29.61,19.93,5,58,9,6.0,6,14767934.38,605450170.66,42.41,Unclear
870,Donaldson and Sons,2015,France,Blockchain,1,6,0,Growth,2,10,4808025.08,122784.6,16867115.51,837954.0,23.71,29.73,54,-9,0,7.0,8,16705284.52,947276989.52,5.14,Success
871,Adams-Clayton,2013,Canada,Blockchain,3,0,1,MVP,10,6,7207154.52,1634281.94,13315791.22,957980.0,89.04,48.43,82,52,3,8.0,1,9992608.92,214903111.41,18.37,Success
872,Kelley-Anderson,2009,UK,AI,1,11,0,Scale,2,8,9383865.21,431618.0,8461923.78,106537.0,4.89,85.62,79,76,6,4.0,6,7691855.79,973940701.53,9.71,Fail
873,Kramer-Shannon,2018,Singapore,SaaS,4,4,0,Idea,5,8,309659.31,1085058.48,1255111.03,78381.90000000001,65.64,10.2,75,97,1,4.0,5,0.0,240541871.75,23.93,Unclear
874,Williams Ltd,2007,France,EdTech,3,15,1,Scale,8,2,8188751.7,970434.03,15759348.9,248950.0,1.96,78.03,14,91,6,8.0,2,14696883.49,847311942.38,10.44,Success
875,Smith-Noble,2009,Germany,CleanTech,5,3,0,MVP,0,0,6548489.33,1842105.08,18105072.78,668221.0,19.38,57.94,10,-45,4,2.0,1,17787926.91,663428734.9,15.61,Fail
876,Alexander Inc,2009,India,EdTech,3,16,1,Scale,4,8,2801848.01,1104879.52,10231729.23,286362.0,28.95,49.97,38,34,5,6.0,0,7063274.38,747590459.48,26.04,Unclear
877,Harris-Barker,2023,Germany,EdTech,4,20,0,MVP,0,7,7972996.58,1160033.77,10650209.49,722716.0,88.65,87.66,73,-31,5,7.0,1,9248745.79,833266575.35,7.2,Success
878,Khan LLC,2018,UK,CleanTech,5,1,1,MVP,0,6,4271330.19,639010.07,8065739.68,652737.0,13.77,11.81,50,62,4,0.0,4,7267340.33,21640815.41,43.05,Unclear
879,Baxter LLC,2008,USA,CleanTech,3,11,0,MVP,2,5,1203971.75,1917389.4,17137652.22,8632.0,93.78,99.08,36,-80,9,10.0,0,16399402.73,726942654.2,18.13,Success
880,Pena LLC,2017,Germany,E-Commerce,1,0,0,Maturity,2,9,9934163.57,1224747.63,296066.08,29884.0,81.55,85.46,48,-54,6,4.5,7,0.0,995731754.3,45.71,Fail
881,Watson Ltd,2014,India,CleanTech,2,11,1,Scale,3,6,4256463.33,9960.77,12490970.99,571676.0,67.9,32.57,56,-41,3,4.0,3,12461709.62,499662441.23,1.5,Unclear
882,Williams Ltd,2022,Australia,Blockchain,2,11,1,MVP,2,10,5415525.47,1112164.53,18148261.96,827495.0,41.17,45.16,87,11,0,0.0,2,17304044.07,546463549.46,38.59,Fail
883,Barber-Fischer,2012,Australia,FoodTech,1,11,1,Growth,5,8,8079617.31,727730.78,2064446.51,983608.0,90.53,2.5,99,44,8,2.0,9,1380373.27,114926214.7,43.25,Fail
884,Rios-Padilla,2012,India,HealthTech,2,18,1,Idea,3,5,960876.14,64224.41,19183290.75,23802.4,52.8,52.76,64,-11,6,1.0,1,19137778.54,347360607.51,49.23,Success
885,Lewis Inc,2011,Israel,AI,2,16,0,Growth,7,9,8728878.5,863099.57,19353563.28,131382.0,37.12,54.77,16,-84,8,1.0,0,17109714.34,616382141.01,6.59,Success
886,Wheeler PLC,2012,UK,IoT,1,19,1,MVP,0,2,5250532.08,1547132.98,18595779.3,821107.0,58.56,92.66,62,98,10,3.0,7,16390140.42,128771694.19,21.69,Fail
887,"Wallace, Smith and Cooper",2018,Israel,FoodTech,1,10,1,MVP,7,2,5456960.76,1007578.92,9250921.92,534187.0,23.23,38.79,13,52,8,4.0,8,6761627.21,340023682.53,38.02,Unclear
888,Mcneil Group,2023,India,CleanTech,3,12,1,Scale,10,3,2808869.37,1278918.17,7659400.06,986495.0,27.29,57.06,37,61,6,10.0,2,4397825.52,354426203.09,25.68,Unclear
889,"Anderson, Jones and Reyes",2010,Canada,AI,3,7,1,Maturity,0,9,4628028.78,1279482.93,14118954.73,378523.0,91.93,74.06,24,-75,1,0.0,2,11243612.39,814755974.87,41.04,Fail
890,"Shaffer, Garcia and Richardson",2005,India,E-Commerce,1,9,1,MVP,10,9,9468388.82,1342038.6,6373804.36,105636.0,79.39,60.85,36,-95,10,10.0,8,5322810.29,542274728.3,49.2,Success
891,Taylor-Ayala,2019,Singapore,HealthTech,4,7,0,Idea,0,7,726940.94,775192.39,1366883.06,52879.0,51.35,15.62,98,-91,1,5.0,6,1284874.6,558904346.06,37.83,Fail
892,May Ltd,2005,Singapore,AI,2,19,1,MVP,6,9,118769.91,740009.68,18028443.27,502604.0,41.66,17.18,85,-20,3,10.0,8,17710336.67,289466365.56,37.11,Fail
893,Jones PLC,2021,Israel,E-Commerce,3,7,1,Idea,0,8,116506.78,9169.06,12697121.2,93446.8,80.76,13.83,55,30,8,10.0,1,12677950.07,320292530.91,28.39,Success
894,Bishop and Sons,2005,Israel,EdTech,2,8,1,Scale,8,7,9238112.7,308444.92,4143089.97,313311.0,57.06,21.77,6,-42,6,4.0,6,3457833.18,456689209.59,23.16,Unclear
895,Bell-Lewis,2019,UK,FoodTech,5,6,0,MVP,7,10,8487193.29,1901620.43,368171.23,974299.0,41.5,32.83,10,11,8,1.5,7,0.0,818729176.72,41.75,Success
896,"Hernandez, Jenkins and Parks",2006,Australia,E-Commerce,1,13,0,Scale,0,9,4861644.66,1684833.43,14470319.34,914489.0,51.54,73.97,73,-21,3,5.0,10,13237176.49,323770490.74,11.64,Fail
897,Miller Inc,2018,USA,AI,4,1,0,Scale,1,1,6169782.81,550216.87,17055998.46,334542.0,23.27,6.09,77,96,8,1.0,3,16803389.47,328280787.59,43.07,Success
898,Goodwin PLC,2012,Canada,Blockchain,5,10,1,Idea,1,3,289646.01,802383.9,8112951.51,79048.70000000001,20.2,82.04,34,-53,6,7.0,9,5891002.46,573355722.13,41.87,Unclear
899,"Cruz, Richmond and Edwards",2012,China,AI,5,7,1,Maturity,1,3,7928307.52,1879842.65,1617964.22,149316.0,98.91,26.25,35,50,7,2.5,10,0.0,841381947.48,36.86,Fail
900,Wright Ltd,2023,Australia,FinTech,5,12,0,MVP,5,1,6033174.47,500888.96,12972424.75,11876.0,96.96,61.34,69,-10,0,2.0,3,11857501.83,508847343.86,34.79,Fail
901,Wright PLC,2011,India,IoT,1,20,0,Idea,3,7,694825.71,1065065.94,5938581.04,10572.2,42.08,55.28,51,32,8,3.0,1,5638536.3,137101435.46,0.4,Unclear
902,"Griffith, Mitchell and Pugh",2023,USA,E-Commerce,3,14,1,Maturity,7,2,3749098.38,44159.57,2878934.5,986331.0,51.53,15.4,68,83,7,1.0,1,2824292.49,916186265.67,49.52,Success
